ID_Pedido,Fecha,Producto,Cantidad,Ciudad,Precio_Unitario
10897,2025-02-07,Auriculares Gamer,2.0,Loja,$120
10898,2025-02-07,"Monitor 24""",4.0,Cuenca,$300
10899,2025-02-07,Teclado Mecánico,1.0,Quito,$85
10900,2025-02-07,Teclado Mecánico,4.0,Ambato,$85
10901,2025-02-07,Auriculares Gamer,5.0,Quito,$120
10902,2025-02-07,Auriculares Gamer,4.0,Ambato,$120
10903,,"Monitor 24""",4.0,Loja,$300
10904,2025-02-07,Mouse Inalámbrico,4.0,Ambato,$35
10905,2025-02-07,"Monitor 24""",5.0,Loja,$300
10906,2025-02-07,Auriculares Gamer,4.0,Loja,$120
10907,2025-02-07,Hub USB-C,2.0,Loja,$45
10908,2025-02-07,Auriculares Gamer,5.0,Loja,$120
10909,2025-02-07,Hub USB-C,4.0,Loja,$45
10910,2025-02-07,Laptop,5.0,Quito,$1200
10911,2025-02-07,Auriculares Gamer,3.0,Loja,$120
10912,2025-02-07,Laptop,2.0,Quito,$1200
10913,2025-02-08,Mouse Inalámbrico,4.0,Loja,$35
10914,2025-02-08,"Monitor 24""",3.0,Ambato,$300
10915,2025-02-08,Hub USB-C,3.0,Loja,$45
10916,2025-02-08,"Monitor 24""",5.0,Cuenca,$300
10917,2025-02-08,Laptop,3.0,Loja,$1200
10918,2025-02-08,Hub USB-C,2.0,Loja,$45
10919,2025-02-08,"Monitor 24""",2.0,Ambato,$300
10920,2025-02-08,Auriculares Gamer,1.0,Manta,$120
10921,2025-02-08,Teclado Mecánico,2.0,Ambato,$85
10922,2025-02-08,Laptop,3.0,Cuenca,$1200
10923,2025-02-08,"Monitor 24""",2.0,Manta,$300
10924,2025-02-08,Laptop,5.0,Guayaquil,$1200
10925,2025-02-08,Laptop,1.0,Guayaquil,$1200
10926,2025-02-08,Hub USB-C,3.0,Cuenca,$45
10927,2025-02-08,Hub USB-C,1.0,Ambato,$45
10928,2025-02-08,Teclado Mecánico,3.0,Quito,$85
10929,2025-02-08,Auriculares Gamer,5.0,Cuenca,$120
10930,2025-02-08,Laptop,1.0,Manta,$1200
10931,2025-02-08,"Monitor 24""",4.0,Manta,$300
10932,2025-02-08,Mouse Inalámbrico,3.0,Loja,$35
10933,2025-02-08,Laptop,4.0,Guayaquil,$1200
10934,2025-02-08,Laptop,1.0,Manta,$1200
10935,2025-02-08,Teclado Mecánico,4.0,Cuenca,$85
10936,2025-02-08,Auriculares Gamer,4.0,Manta,$120
10937,2025-02-09,Mouse Inalámbrico,1.0,Cuenca,$35
10938,2025-02-09,Hub USB-C,5.0,Quito,$45
10939,2025-02-09,Hub USB-C,4.0,Loja,$45
10940,2025-02-09,"Monitor 24""",4.0,Guayaquil,$300
10941,2025-02-09,Mouse Inalámbrico,5.0,Manta,$35
10942,2025-02-09,Hub USB-C,4.0,Cuenca,$45
10943,2025-02-09,"Monitor 24""",4.0,Ambato,$300
10944,2025-02-09,Auriculares Gamer,4.0,Guayaquil,$120
10945,2025-02-09,"Monitor 24""",2.0,Quito,$300
10946,2025-02-09,Hub USB-C,5.0,Cuenca,$45
10947,2025-02-09,Teclado Mecánico,4.0,Loja,$85
10948,2025-02-09,Teclado Mecánico,5.0,Loja,$85
10949,2025-02-09,Teclado Mecánico,3.0,Quito,$85
10950,2025-02-09,Hub USB-C,3.0,Quito,$45
10951,2025-02-09,Teclado Mecánico,4.0,Loja,$85
10952,2025-02-09,Mouse Inalámbrico,5.0,Manta,$35
10953,2025-02-09,Auriculares Gamer,5.0,Manta,$120
10954,2025-02-09,"Monitor 24""",,Cuenca,$300
10955,2025-02-09,"Monitor 24""",2.0,Ambato,$300
10956,2025-02-09,Hub USB-C,3.0,Cuenca,$45
10957,2025-02-09,Teclado Mecánico,5.0,Ambato,$85
10958,2025-02-09,Teclado Mecánico,5.0,Quito,$85
10959,2025-02-09,Laptop,2.0,Guayaquil,$1200
10960,2025-02-09,Auriculares Gamer,2.0,Cuenca,$120
10961,2025-02-10,Mouse Inalámbrico,5.0,Cuenca,$35
10962,2025-02-10,"Monitor 24""",1.0,Ambato,$300
10963,2025-02-10,Laptop,5.0,Quito,$1200
10964,2025-02-10,Laptop,5.0,Quito,$1200
10965,2025-02-10,Hub USB-C,2.0,Ambato,$45
10966,2025-02-10,"Monitor 24""",2.0,Quito,$300
10967,2025-02-10,Hub USB-C,5.0,Loja,$45
10968,2025-02-10,Mouse Inalámbrico,5.0,Manta,$35
10969,,Laptop,5.0,Loja,$1200
10970,2025-02-10,Laptop,2.0,Guayaquil,$1200
10971,2025-02-10,Auriculares Gamer,5.0,Cuenca,$120
10972,2025-02-10,Mouse Inalámbrico,5.0,Guayaquil,$35
10973,2025-02-10,Laptop,4.0,Cuenca,$1200
10974,2025-02-10,Mouse Inalámbrico,1.0,Manta,$35
10975,2025-02-10,"Monitor 24""",3.0,Quito,$300
10976,2025-02-10,Teclado Mecánico,1.0,Loja,$85
10977,2025-02-10,Laptop,4.0,Ambato,$1200
10978,2025-02-10,Auriculares Gamer,3.0,Loja,$120
10979,2025-02-10,"Monitor 24""",5.0,Manta,$300
10980,2025-02-10,Mouse Inalámbrico,4.0,Guayaquil,$35
10981,2025-02-10,Hub USB-C,5.0,Ambato,$45
10982,2025-02-10,"Monitor 24""",2.0,Quito,$300
10983,2025-02-10,Laptop,4.0,Manta,$1200
10984,2025-02-10,Mouse Inalámbrico,2.0,Ambato,$35
10985,2025-02-11,Teclado Mecánico,4.0,Manta,$85
10986,2025-02-11,"Monitor 24""",4.0,Manta,$300
10987,2025-02-11,Laptop,2.0,Quito,$1200
10988,2025-02-11,Auriculares Gamer,3.0,Cuenca,$120
10989,2025-02-11,Hub USB-C,1.0,Ambato,$45
10990,2025-02-11,Mouse Inalámbrico,5.0,Quito,$35
10991,2025-02-11,"Monitor 24""",4.0,Manta,$300
10992,2025-02-11,"Monitor 24""",5.0,Quito,$300
10993,2025-02-11,Teclado Mecánico,2.0,Cuenca,$85
10994,2025-02-11,Teclado Mecánico,5.0,Loja,$85
10995,2025-02-11,Auriculares Gamer,2.0,Ambato,$120
10996,2025-02-11,Hub USB-C,5.0,Cuenca,$45
10997,2025-02-11,Auriculares Gamer,1.0,Guayaquil,$120
10998,2025-02-11,Laptop,1.0,Ambato,$1200
10999,2025-02-11,Laptop,1.0,Cuenca,$1200
11000,2025-02-11,Auriculares Gamer,1.0,Manta,$120
11001,2025-02-11,Hub USB-C,1.0,Ambato,$45
11002,2025-02-11,Auriculares Gamer,1.0,Ambato,$120
11003,2025-02-11,Hub USB-C,2.0,Quito,$45
11004,2025-02-11,Hub USB-C,4.0,Manta,$45
11005,2025-02-11,Mouse Inalámbrico,5.0,Guayaquil,$35
11006,2025-02-11,Hub USB-C,1.0,Loja,$45
11007,2025-02-11,Teclado Mecánico,2.0,Cuenca,$85
11008,2025-02-11,Hub USB-C,2.0,Quito,$45
11009,2025-02-12,Hub USB-C,2.0,Cuenca,$45
11010,2025-02-12,Hub USB-C,4.0,Guayaquil,$45
11011,2025-02-12,Laptop,5.0,Guayaquil,$1200
11012,2025-02-12,Teclado Mecánico,4.0,Ambato,$85
11013,2025-02-12,Teclado Mecánico,3.0,Guayaquil,$85
11014,2025-02-12,Auriculares Gamer,2.0,Cuenca,$120
11015,2025-02-12,Mouse Inalámbrico,3.0,Manta,$35
11016,2025-02-12,Hub USB-C,1.0,Manta,$45
11017,2025-02-12,"Monitor 24""",1.0,Ambato,$300
11018,2025-02-12,Mouse Inalámbrico,4.0,Loja,$35
11019,2025-02-12,Mouse Inalámbrico,5.0,Cuenca,$35
11020,2025-02-12,Teclado Mecánico,3.0,Cuenca,$85
11021,2025-02-12,Mouse Inalámbrico,5.0,Guayaquil,$35
11022,2025-02-12,Hub USB-C,4.0,Cuenca,$45
11023,2025-02-12,Hub USB-C,1.0,Quito,$45
11024,2025-02-12,Laptop,5.0,Loja,$1200
11025,2025-02-12,Hub USB-C,5.0,Guayaquil,$45
11026,2025-02-12,Hub USB-C,1.0,Quito,$45
11027,2025-02-12,Teclado Mecánico,3.0,Ambato,$85
11028,2025-02-12,Hub USB-C,,Manta,$45
11029,2025-02-12,Laptop,5.0,Ambato,$1200
11030,2025-02-12,"Monitor 24""",3.0,Manta,$300
11031,2025-02-12,Teclado Mecánico,3.0,Ambato,$85
11032,2025-02-12,"Monitor 24""",1.0,Cuenca,$300
11033,2025-02-13,Teclado Mecánico,5.0,Quito,$85
11034,2025-02-13,Auriculares Gamer,4.0,Manta,$120
11035,2025-02-13,Mouse Inalámbrico,5.0,Guayaquil,$35
11036,2025-02-13,Auriculares Gamer,2.0,Quito,$120
11037,2025-02-13,Hub USB-C,4.0,Guayaquil,$45
11038,2025-02-13,"Monitor 24""",3.0,Quito,$300
11039,2025-02-13,Hub USB-C,4.0,Quito,$45
11040,2025-02-13,Mouse Inalámbrico,3.0,Ambato,$35
11041,2025-02-13,Teclado Mecánico,3.0,Manta,$85
11042,2025-02-13,Mouse Inalámbrico,4.0,Manta,$35
11043,2025-02-13,Laptop,3.0,Quito,$1200
11044,2025-02-13,Mouse Inalámbrico,3.0,Cuenca,$35
11045,2025-02-13,Laptop,2.0,Cuenca,$1200
11046,2025-02-13,Mouse Inalámbrico,5.0,Guayaquil,$35
11047,2025-02-13,Laptop,5.0,Guayaquil,$1200
11048,2025-02-13,"Monitor 24""",2.0,Ambato,$300
11049,2025-02-13,Hub USB-C,4.0,Quito,$45
11050,2025-02-13,Hub USB-C,1.0,Guayaquil,$45
11051,2025-02-13,Auriculares Gamer,1.0,Guayaquil,$120
11052,2025-02-13,Hub USB-C,1.0,Loja,$45
11053,2025-02-13,Teclado Mecánico,2.0,Quito,$85
11054,2025-02-13,Mouse Inalámbrico,2.0,Ambato,$35
11055,2025-02-13,Auriculares Gamer,3.0,Guayaquil,$120
11056,2025-02-13,Teclado Mecánico,1.0,Ambato,$85
11057,2025-02-14,Teclado Mecánico,4.0,Manta,$85
11058,2025-02-14,Laptop,4.0,Ambato,$1200
11059,2025-02-14,Hub USB-C,1.0,Cuenca,$45
11060,2025-02-14,"Monitor 24""",1.0,Cuenca,$300
11061,2025-02-14,"Monitor 24""",1.0,Ambato,$300
11062,2025-02-14,Auriculares Gamer,2.0,Cuenca,$120
11063,2025-02-14,"Monitor 24""",2.0,Manta,$300
11064,2025-02-14,Mouse Inalámbrico,2.0,Quito,$35
11065,2025-02-14,"Monitor 24""",5.0,Cuenca,$300
11066,2025-02-14,Auriculares Gamer,4.0,Cuenca,$120
11067,2025-02-14,"Monitor 24""",4.0,Ambato,$300
11068,2025-02-14,Mouse Inalámbrico,3.0,Manta,$35
11069,2025-02-14,Laptop,2.0,Quito,$1200
11070,2025-02-14,Auriculares Gamer,5.0,Ambato,$120
11071,2025-02-14,Laptop,5.0,Ambato,$1200
11072,2025-02-14,Laptop,4.0,Loja,$1200
11073,2025-02-14,Laptop,2.0,Manta,$1200
11074,2025-02-14,Teclado Mecánico,3.0,Quito,$85
11075,2025-02-14,Hub USB-C,,Manta,$45
11076,2025-02-14,Teclado Mecánico,1.0,Quito,$85
11077,2025-02-14,Hub USB-C,2.0,Manta,$45
11078,2025-02-14,Laptop,1.0,Ambato,$1200
11079,2025-02-14,Auriculares Gamer,1.0,Ambato,$120
11080,2025-02-14,Hub USB-C,3.0,Guayaquil,$45
11081,2025-02-15,Mouse Inalámbrico,4.0,Cuenca,$35
11082,2025-02-15,Mouse Inalámbrico,2.0,Loja,$35
11083,2025-02-15,"Monitor 24""",1.0,Manta,$300
11084,2025-02-15,Hub USB-C,2.0,Loja,$45
11085,2025-02-15,Auriculares Gamer,4.0,Guayaquil,$120
11086,2025-02-15,Teclado Mecánico,4.0,Cuenca,$85
11087,2025-02-15,Laptop,5.0,Manta,$1200
11088,2025-02-15,"Monitor 24""",4.0,Quito,$300
11089,2025-02-15,Mouse Inalámbrico,3.0,Cuenca,$35
11090,2025-02-15,Teclado Mecánico,1.0,Ambato,$85
11091,2025-02-15,Teclado Mecánico,5.0,Guayaquil,$85
11092,2025-02-15,Laptop,3.0,Cuenca,$1200
11093,2025-02-15,Hub USB-C,2.0,Cuenca,$45
11094,2025-02-15,Mouse Inalámbrico,1.0,Ambato,$35
11095,2025-02-15,Auriculares Gamer,4.0,Manta,$120
11096,2025-02-15,Teclado Mecánico,1.0,Quito,$85
11097,2025-02-15,Laptop,2.0,Ambato,$1200
11098,2025-02-15,Auriculares Gamer,5.0,Quito,$120
11099,2025-02-15,Hub USB-C,5.0,Manta,$45
11100,2025-02-15,Mouse Inalámbrico,,Cuenca,$35
11101,2025-02-15,Hub USB-C,4.0,Quito,$45
11102,2025-02-15,Teclado Mecánico,3.0,Guayaquil,$85
11103,2025-02-15,Auriculares Gamer,3.0,Guayaquil,$120
11104,2025-02-15,Auriculares Gamer,1.0,Ambato,$120
11105,2025-02-16,Auriculares Gamer,4.0,Manta,$120
11106,2025-02-16,Teclado Mecánico,5.0,Ambato,$85
11107,2025-02-16,Teclado Mecánico,5.0,Ambato,$85
11108,2025-02-16,Hub USB-C,2.0,Loja,$45
11109,2025-02-16,"Monitor 24""",2.0,Ambato,$300
11110,2025-02-16,Hub USB-C,5.0,Loja,$45
11111,2025-02-16,Mouse Inalámbrico,5.0,Guayaquil,$35
11112,2025-02-16,Laptop,4.0,Guayaquil,$1200
11113,2025-02-16,Auriculares Gamer,3.0,Ambato,$120
11114,2025-02-16,"Monitor 24""",2.0,Guayaquil,$300
11115,2025-02-16,Laptop,3.0,Manta,$1200
11116,2025-02-16,"Monitor 24""",4.0,Loja,$300
11117,2025-02-16,Hub USB-C,5.0,Loja,$45
11118,2025-02-16,Teclado Mecánico,3.0,Ambato,$85
11119,2025-02-16,Auriculares Gamer,5.0,Guayaquil,$120
11120,2025-02-16,Hub USB-C,5.0,Quito,$45
11121,2025-02-16,Laptop,1.0,Loja,$1200
11122,2025-02-16,Laptop,3.0,Ambato,$1200
11123,2025-02-16,Laptop,3.0,Ambato,$1200
11124,2025-02-16,Laptop,5.0,Manta,$1200
11125,2025-02-16,Laptop,,Cuenca,$1200
11126,2025-02-16,"Monitor 24""",1.0,Cuenca,$300
11127,2025-02-16,Hub USB-C,5.0,Loja,$45
11128,2025-02-16,Auriculares Gamer,2.0,Manta,$120
11129,2025-02-17,Teclado Mecánico,2.0,Manta,$85
11130,2025-02-17,Teclado Mecánico,1.0,Manta,$85
11131,2025-02-17,Hub USB-C,4.0,Loja,$45
11132,2025-02-17,Hub USB-C,5.0,Cuenca,$45
11133,2025-02-17,Teclado Mecánico,3.0,Manta,$85
11134,2025-02-17,Teclado Mecánico,1.0,Guayaquil,$85
11135,2025-02-17,"Monitor 24""",4.0,Ambato,$300
11136,2025-02-17,Mouse Inalámbrico,3.0,Ambato,$35
11137,2025-02-17,Auriculares Gamer,2.0,Quito,$120
11138,2025-02-17,Laptop,2.0,Quito,$1200
11139,2025-02-17,Mouse Inalámbrico,3.0,Loja,$35
11140,2025-02-17,Hub USB-C,1.0,Loja,$45
11141,2025-02-17,Teclado Mecánico,2.0,Ambato,$85
11142,2025-02-17,Mouse Inalámbrico,5.0,Guayaquil,$35
11143,2025-02-17,Auriculares Gamer,3.0,Cuenca,$120
11144,2025-02-17,Hub USB-C,3.0,Cuenca,$45
11145,2025-02-17,Laptop,2.0,Loja,$1200
11146,2025-02-17,Laptop,1.0,Guayaquil,$1200
11147,2025-02-17,Auriculares Gamer,5.0,Loja,$120
11148,2025-02-17,Auriculares Gamer,1.0,Cuenca,$120
11149,2025-02-17,Teclado Mecánico,,Loja,$85
11150,2025-02-17,Laptop,4.0,Manta,$1200
11151,2025-02-17,Hub USB-C,2.0,Loja,$45
11152,2025-02-17,Mouse Inalámbrico,2.0,Ambato,$35
11153,2025-02-18,Hub USB-C,2.0,Loja,$45
11154,2025-02-18,"Monitor 24""",4.0,Ambato,$300
11155,2025-02-18,"Monitor 24""",1.0,Guayaquil,$300
11156,2025-02-18,Auriculares Gamer,1.0,Cuenca,$120
11157,2025-02-18,Teclado Mecánico,2.0,Quito,$85
11158,2025-02-18,"Monitor 24""",5.0,Quito,$300
11159,2025-02-18,Laptop,1.0,Cuenca,$1200
11160,2025-02-18,Hub USB-C,4.0,Quito,$45
11161,2025-02-18,Hub USB-C,3.0,Loja,$45
11162,2025-02-18,Auriculares Gamer,3.0,Guayaquil,$120
11163,2025-02-18,Mouse Inalámbrico,3.0,Guayaquil,$35
11164,2025-02-18,Auriculares Gamer,5.0,Cuenca,$120
11165,2025-02-18,Mouse Inalámbrico,2.0,Quito,$35
11166,2025-02-18,Auriculares Gamer,4.0,Loja,$120
11167,2025-02-18,Auriculares Gamer,5.0,Guayaquil,$120
11168,2025-02-18,Auriculares Gamer,4.0,Guayaquil,$120
11169,2025-02-18,Mouse Inalámbrico,4.0,Manta,$35
11170,2025-02-18,Mouse Inalámbrico,2.0,Manta,$35
11171,2025-02-18,Auriculares Gamer,3.0,Guayaquil,$120
11172,2025-02-18,"Monitor 24""",2.0,Cuenca,$300
11173,2025-02-18,Teclado Mecánico,5.0,Ambato,$85
11174,2025-02-18,Teclado Mecánico,5.0,Ambato,$85
11175,2025-02-18,Teclado Mecánico,5.0,Loja,$85
11176,2025-02-18,Mouse Inalámbrico,2.0,Guayaquil,$35
11177,2025-02-19,Mouse Inalámbrico,4.0,Guayaquil,$35
11178,2025-02-19,"Monitor 24""",4.0,Guayaquil,$300
11179,2025-02-19,Teclado Mecánico,1.0,Cuenca,$85
11180,2025-02-19,Teclado Mecánico,5.0,Manta,$85
11181,2025-02-19,Auriculares Gamer,4.0,Guayaquil,$120
11182,2025-02-19,Mouse Inalámbrico,1.0,Guayaquil,$35
11183,2025-02-19,Teclado Mecánico,4.0,Quito,$85
11184,2025-02-19,Hub USB-C,5.0,Cuenca,$45
11185,2025-02-19,"Monitor 24""",3.0,Loja,$300
11186,2025-02-19,Hub USB-C,5.0,Guayaquil,$45
11187,2025-02-19,Hub USB-C,2.0,Quito,$45
11188,2025-02-19,"Monitor 24""",4.0,Ambato,$300
11189,2025-02-19,Hub USB-C,4.0,Loja,$45
11190,2025-02-19,Teclado Mecánico,2.0,Guayaquil,$85
11191,2025-02-19,Mouse Inalámbrico,2.0,Guayaquil,$35
11192,2025-02-19,"Monitor 24""",3.0,Quito,$300
11193,2025-02-19,Auriculares Gamer,4.0,Cuenca,$120
11194,2025-02-19,Hub USB-C,4.0,Guayaquil,$45
11195,2025-02-19,"Monitor 24""",3.0,Ambato,$300
11196,2025-02-19,Laptop,1.0,Guayaquil,$1200
11197,2025-02-19,Laptop,3.0,Ambato,$1200
11198,2025-02-19,Mouse Inalámbrico,5.0,Loja,$35
11199,2025-02-19,Teclado Mecánico,4.0,Loja,$85
11200,2025-02-19,Mouse Inalámbrico,2.0,Manta,$35
11201,2025-02-20,Mouse Inalámbrico,5.0,Manta,$35
11202,2025-02-20,Mouse Inalámbrico,4.0,Ambato,$35
11203,2025-02-20,Mouse Inalámbrico,3.0,Cuenca,$35
11204,2025-02-20,Auriculares Gamer,5.0,Guayaquil,$120
11205,2025-02-20,Auriculares Gamer,4.0,Guayaquil,$120
11206,2025-02-20,"Monitor 24""",1.0,Manta,$300
11207,2025-02-20,Laptop,1.0,Ambato,$1200
11208,2025-02-20,Mouse Inalámbrico,2.0,Guayaquil,$35
11209,2025-02-20,"Monitor 24""",4.0,Guayaquil,$300
11210,2025-02-20,Laptop,1.0,Cuenca,$1200
11211,2025-02-20,Hub USB-C,3.0,Quito,$45
11212,2025-02-20,Teclado Mecánico,4.0,Manta,$85
11213,2025-02-20,Auriculares Gamer,3.0,Manta,$120
11214,2025-02-20,Hub USB-C,3.0,Quito,$45
11215,2025-02-20,Laptop,1.0,Guayaquil,$1200
11216,2025-02-20,Hub USB-C,4.0,Cuenca,$45
11217,2025-02-20,Teclado Mecánico,5.0,Cuenca,$85
11218,2025-02-20,Laptop,1.0,Manta,$1200
11219,2025-02-20,Hub USB-C,1.0,Cuenca,$45
11220,2025-02-20,Auriculares Gamer,4.0,Loja,$120
11221,2025-02-20,Auriculares Gamer,4.0,Quito,$120
11222,2025-02-20,"Monitor 24""",3.0,Guayaquil,$300
11223,2025-02-20,Hub USB-C,4.0,Loja,$45
11224,2025-02-20,Mouse Inalámbrico,3.0,Quito,$35
11225,2025-02-21,Hub USB-C,1.0,Ambato,$45
11226,2025-02-21,Laptop,2.0,Manta,$1200
11227,2025-02-21,Laptop,5.0,Cuenca,$1200
11228,2025-02-21,Hub USB-C,1.0,Ambato,$45
11229,2025-02-21,Teclado Mecánico,4.0,Cuenca,$85
11230,2025-02-21,Auriculares Gamer,5.0,Loja,$120
11231,2025-02-21,Laptop,2.0,Guayaquil,$1200
11232,2025-02-21,Auriculares Gamer,2.0,Guayaquil,$120
11233,2025-02-21,Laptop,3.0,Guayaquil,$1200
11234,2025-02-21,"Monitor 24""",5.0,Cuenca,$300
11235,2025-02-21,Mouse Inalámbrico,3.0,Ambato,$35
11236,2025-02-21,Laptop,1.0,Guayaquil,$1200
11237,2025-02-21,Auriculares Gamer,5.0,Ambato,$120
11238,2025-02-21,"Monitor 24""",1.0,Cuenca,$300
11239,2025-02-21,Laptop,3.0,Loja,$1200
11240,2025-02-21,Teclado Mecánico,5.0,Ambato,$85
11241,2025-02-21,Mouse Inalámbrico,3.0,Loja,$35
11242,2025-02-21,Laptop,5.0,Cuenca,$1200
11243,2025-02-21,"Monitor 24""",3.0,Cuenca,$300
11244,2025-02-21,Teclado Mecánico,2.0,Manta,$85
11245,2025-02-21,Hub USB-C,3.0,Cuenca,$45
11246,2025-02-21,"Monitor 24""",2.0,Cuenca,$300
11247,2025-02-21,"Monitor 24""",3.0,Quito,$300
11248,2025-02-21,Teclado Mecánico,5.0,Guayaquil,$85
11249,2025-02-22,"Monitor 24""",5.0,Manta,$300
11250,2025-02-22,Teclado Mecánico,5.0,Manta,$85
11251,2025-02-22,Laptop,4.0,Manta,$1200
11252,2025-02-22,Teclado Mecánico,1.0,Quito,$85
11253,2025-02-22,Teclado Mecánico,5.0,Loja,$85
11254,2025-02-22,Mouse Inalámbrico,2.0,Cuenca,$35
11255,2025-02-22,Teclado Mecánico,5.0,Guayaquil,$85
11256,2025-02-22,Teclado Mecánico,4.0,Ambato,$85
11257,2025-02-22,Hub USB-C,2.0,Loja,$45
11258,2025-02-22,Laptop,4.0,Cuenca,$1200
11259,2025-02-22,Mouse Inalámbrico,2.0,Quito,$35
11260,2025-02-22,Hub USB-C,3.0,Cuenca,$45
11261,2025-02-22,Auriculares Gamer,1.0,Cuenca,$120
11262,2025-02-22,Laptop,1.0,Quito,$1200
11263,2025-02-22,Laptop,4.0,Manta,$1200
11264,2025-02-22,Auriculares Gamer,1.0,Manta,$120
11265,2025-02-22,Teclado Mecánico,4.0,Guayaquil,$85
11266,2025-02-22,Hub USB-C,4.0,Guayaquil,$45
11267,2025-02-22,"Monitor 24""",4.0,Manta,$300
11268,2025-02-22,Mouse Inalámbrico,1.0,Loja,$35
11269,2025-02-22,"Monitor 24""",4.0,Ambato,$300
11270,2025-02-22,Auriculares Gamer,1.0,Cuenca,$120
11271,2025-02-22,Laptop,4.0,Ambato,$1200
11272,2025-02-22,Laptop,5.0,Cuenca,$1200
11273,2025-02-23,Mouse Inalámbrico,4.0,Manta,$35
11274,2025-02-23,Laptop,2.0,Guayaquil,$1200
11275,2025-02-23,Laptop,4.0,Loja,$1200
11276,2025-02-23,Mouse Inalámbrico,3.0,Guayaquil,$35
11277,2025-02-23,Hub USB-C,4.0,Ambato,$45
11278,2025-02-23,Hub USB-C,2.0,Guayaquil,$45
11279,2025-02-23,Mouse Inalámbrico,2.0,Manta,$35
11280,2025-02-23,Auriculares Gamer,1.0,Loja,$120
11281,2025-02-23,Laptop,5.0,Ambato,$1200
11282,2025-02-23,Laptop,4.0,Loja,$1200
11283,2025-02-23,Auriculares Gamer,1.0,Cuenca,$120
11284,2025-02-23,Hub USB-C,5.0,Guayaquil,$45
11285,2025-02-23,Teclado Mecánico,4.0,Loja,$85
11286,2025-02-23,Teclado Mecánico,3.0,Quito,$85
11287,,Teclado Mecánico,4.0,Guayaquil,$85
11288,2025-02-23,Hub USB-C,2.0,Cuenca,$45
11289,2025-02-23,Hub USB-C,2.0,Loja,$45
11290,2025-02-23,Auriculares Gamer,3.0,Ambato,$120
11291,2025-02-23,Laptop,1.0,Cuenca,$1200
11292,2025-02-23,Auriculares Gamer,5.0,Quito,$120
11293,2025-02-23,Auriculares Gamer,4.0,Loja,$120
11294,2025-02-23,Hub USB-C,2.0,Manta,$45
11295,2025-02-23,Teclado Mecánico,1.0,Guayaquil,$85
11296,2025-02-23,"Monitor 24""",3.0,Ambato,$300
11297,2025-02-24,Laptop,2.0,Manta,$1200
11298,2025-02-24,Hub USB-C,3.0,Loja,$45
11299,2025-02-24,Teclado Mecánico,4.0,Loja,$85
11300,2025-02-24,"Monitor 24""",5.0,Cuenca,$300
11301,2025-02-24,"Monitor 24""",2.0,Loja,$300
11302,2025-02-24,Hub USB-C,2.0,Ambato,$45
11303,2025-02-24,Mouse Inalámbrico,4.0,Manta,$35
11304,2025-02-24,Laptop,1.0,Ambato,$1200
11305,2025-02-24,"Monitor 24""",5.0,Quito,$300
11306,2025-02-24,Hub USB-C,2.0,Quito,$45
11307,2025-02-24,Hub USB-C,5.0,Guayaquil,$45
11308,2025-02-24,Teclado Mecánico,2.0,Guayaquil,$85
11309,2025-02-24,Mouse Inalámbrico,5.0,Quito,$35
11310,2025-02-24,Laptop,3.0,Loja,$1200
11311,2025-02-24,Auriculares Gamer,2.0,Ambato,$120
11312,2025-02-24,Teclado Mecánico,5.0,Quito,$85
11313,2025-02-24,"Monitor 24""",1.0,Guayaquil,$300
11314,2025-02-24,"Monitor 24""",3.0,Quito,$300
11315,,Teclado Mecánico,3.0,Loja,$85
11316,2025-02-24,Hub USB-C,1.0,Quito,$45
11317,,"Monitor 24""",5.0,Ambato,$300
11318,2025-02-24,Mouse Inalámbrico,4.0,Manta,$35
11319,2025-02-24,Laptop,1.0,Loja,$1200
11320,2025-02-24,Mouse Inalámbrico,5.0,Guayaquil,$35
11321,2025-02-25,"Monitor 24""",1.0,Ambato,$300
11322,2025-02-25,Auriculares Gamer,1.0,Quito,$120
11323,2025-02-25,Laptop,2.0,Quito,$1200
11324,2025-02-25,Laptop,5.0,Manta,$1200
11325,2025-02-25,Teclado Mecánico,4.0,Guayaquil,$85
11326,2025-02-25,Teclado Mecánico,2.0,Guayaquil,$85
11327,2025-02-25,Auriculares Gamer,1.0,Cuenca,$120
11328,2025-02-25,Hub USB-C,1.0,Guayaquil,$45
11329,2025-02-25,Laptop,1.0,Manta,$1200
11330,2025-02-25,Auriculares Gamer,5.0,Cuenca,$120
11331,2025-02-25,Teclado Mecánico,5.0,Cuenca,$85
11332,2025-02-25,Teclado Mecánico,2.0,Quito,$85
11333,2025-02-25,Laptop,4.0,Quito,$1200
11334,2025-02-25,Mouse Inalámbrico,2.0,Guayaquil,$35
11335,2025-02-25,"Monitor 24""",3.0,Cuenca,$300
11336,2025-02-25,Teclado Mecánico,1.0,Quito,$85
11337,2025-02-25,Hub USB-C,1.0,Manta,$45
11338,2025-02-25,Hub USB-C,1.0,Quito,$45
11339,2025-02-25,Teclado Mecánico,2.0,Loja,$85
11340,2025-02-25,Mouse Inalámbrico,2.0,Loja,$35
11341,2025-02-25,Mouse Inalámbrico,1.0,Quito,$35
11342,2025-02-25,Auriculares Gamer,2.0,Cuenca,$120
11343,2025-02-25,Hub USB-C,5.0,Cuenca,$45
11344,2025-02-25,Auriculares Gamer,5.0,Ambato,$120
11345,2025-02-26,Hub USB-C,2.0,Loja,$45
11346,2025-02-26,"Monitor 24""",1.0,Manta,$300
